id,question
1600,"请判断：在句子“

看电影，看话剧？我都可以。

”中，是否包含语法点[选择复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1601,"请判断：在句子“

去跑步，去骑车？你快选吧！

”中，是否包含语法点[选择复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1602,"请判断：在句子“

这些时间，你学习，休息？

”中，是否包含语法点[选择复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1603,"请判断：在句子“

你是骑车来的,还是走路来的?

”中，是否包含语法点[选择复句：用关联词语：(是)………,还是……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1604,"请判断：在句子“

晚上你们想吃火锅,还是想吃烧烤?

”中，是否包含语法点[选择复句：用关联词语：(是)………,还是……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1605,"请判断：在句子“

你想买书,还是想买杂志?

”中，是否包含语法点[选择复句：用关联词语：(是)………,还是……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1606,"请判断：在句子“

明天是刮风,还是下雪?

”中，是否包含语法点[选择复句：用关联词语：(是)………,还是……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1607,"请判断：在句子“

你是喝咖啡,还是喝果汁?

”中，是否包含语法点[选择复句：用关联词语：(是)………,还是……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1608,"请判断：在句子“

咱们去爬山,还是去游泳?

”中，是否包含语法点[选择复句：用关联词语：(是)………,还是……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1609,"请判断：在句子“

你去买菜,还是他去买菜?

”中，是否包含语法点[选择复句：用关联词语：(是)………,还是……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1610,"请判断：在句子“

是他打电话,还是我们发消息?

”中，是否包含语法点[选择复句：用关联词语：(是)………,还是……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1611,"请判断：在句子“

今天是你在家做饭,还是我来?

”中，是否包含语法点[选择复句：用关联词语：(是)………,还是……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1612,"请判断：在句子“

这本书内容有趣，篇幅有点长。

”中，是否包含语法点[转折复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1613,"请判断：在句子“

我们去了海边，天气突然变坏了。

”中，是否包含语法点[转折复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1614,"请判断：在句子“

这家餐厅环境一般，菜品非常美味。

”中，是否包含语法点[转折复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1615,"请判断：在句子“

他邀请我参加聚会，我临时有事没去。

”中，是否包含语法点[转折复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1616,"请判断：在句子“

我去了图书馆，借书的人排了很长的队。

”中，是否包含语法点[转折复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1617,"请判断：在句子“

老板布置了一个任务，大家都没听懂。

”中，是否包含语法点[转折复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1618,"请判断：在句子“

他是新手，操作很熟练。

”中，是否包含语法点[转折复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1619,"请判断：在句子“

这双鞋很轻便，款式有点老气。

”中，是否包含语法点[转折复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1620,"请判断：在句子“

他的生活很忙碌，心情一直很愉快。

”中，是否包含语法点[转折复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1621,"请判断：在句子“

那个餐厅虽然不太出名，但是食物非常美味。

”中，是否包含语法点[转折复句：用关联词语：虽然………,但是/可是……;………,不过………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1622,"请判断：在句子“

虽然今天很忙，可是我还是想去健身房锻炼。

”中，是否包含语法点[转折复句：用关联词语：虽然………,但是/可是……;………,不过………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1623,"请判断：在句子“

这个手机屏幕有点小，不过用起来很方便。

”中，是否包含语法点[转折复句：用关联词语：虽然………,但是/可是……;………,不过………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1624,"请判断：在句子“

我虽然学过钢琴，但是弹得不太好。

”中，是否包含语法点[转折复句：用关联词语：虽然………,但是/可是……;………,不过………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1625,"请判断：在句子“

这部电影虽然很有趣，但是时间太长了。

”中，是否包含语法点[转折复句：用关联词语：虽然………,但是/可是……;………,不过………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1626,"请判断：在句子“

这件外套很暖和，可是款式有点老气。

”中，是否包含语法点[转折复句：用关联词语：虽然………,但是/可是……;………,不过………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1627,"请判断：在句子“

虽然我妹妹年纪小，可是她很懂事。

”中，是否包含语法点[转折复句：用关联词语：虽然………,但是/可是……;………,不过………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1628,"请判断：在句子“

他的工作很辛苦，不过假期很多。

”中，是否包含语法点[转折复句：用关联词语：虽然………,但是/可是……;………,不过………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1629,"请判断：在句子“

他是新手，不过开车技术很好。

”中，是否包含语法点[转折复句：用关联词语：虽然………,但是/可是……;………,不过………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1630,"请判断：在句子“

明天不下雪，我们去滑雪。

”中，是否包含语法点[假设复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1631,"请判断：在句子“

这次比赛赢了，你可以买那辆自行车。

”中，是否包含语法点[假设复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1632,"请判断：在句子“

包裹送到了，给我发个消息！

”中，是否包含语法点[假设复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1633,"请判断：在句子“

你有兴趣，我们可以一起去爬山。

”中，是否包含语法点[假设复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1634,"请判断：在句子“

我们先看看有多少行李，行李太重，我们叫个搬运工。

”中，是否包含语法点[假设复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1635,"请判断：在句子“

你找到工作，你爸爸一定会非常骄傲。

”中，是否包含语法点[假设复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1636,"请判断：在句子“

我们去看看那辆车，车太旧，我们不买。

”中，是否包含语法点[假设复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1637,"请判断：在句子“

你先看看酒店价格，酒店太贵，我们去住民宿。

”中，是否包含语法点[假设复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1638,"请判断：在句子“

你看看明天的温度，外边不冷，我们去野餐。

”中，是否包含语法点[假设复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1639,"请判断：在句子“

如果你明天有空，我们就去看电影吧。

”中，是否包含语法点[假设复句：用关联词语：如果……，就……；……的话，就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1640,"请判断：在句子“

后天不下雨的话，我就去郊游。

”中，是否包含语法点[假设复句：用关联词语：如果……，就……；……的话，就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1641,"请判断：在句子“

你不累的话，我们就继续往前走。

”中，是否包含语法点[假设复句：用关联词语：如果……，就……；……的话，就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1642,"请判断：在句子“

如果你不喜欢这本书，就不用买了。

”中，是否包含语法点[假设复句：用关联词语：如果……，就……；……的话，就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1643,"请判断：在句子“

如果这里的菜太贵，我们就不在这儿吃了。

”中，是否包含语法点[假设复句：用关联词语：如果……，就……；……的话，就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1644,"请判断：在句子“

如果周末天气晴朗，我就去海边散步。

”中，是否包含语法点[假设复句：用关联词语：如果……，就……；……的话，就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1645,"请判断：在句子“

我去上海的话，就去参观东方明珠。

”中，是否包含语法点[假设复句：用关联词语：如果……，就……；……的话，就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1646,"请判断：在句子“

路上不堵车的话，我们就准时到达。

”中，是否包含语法点[假设复句：用关联词语：如果……，就……；……的话，就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1647,"请判断：在句子“

行李太重的话，我们就叫个搬运工。

”中，是否包含语法点[假设复句：用关联词语：如果……，就……；……的话，就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1648,"请判断：在句子“

只要你按时完成作业，就不会被老师批评。

”中，是否包含语法点[条件复句：只要……,就………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1649,"请判断：在句子“

只要你考上大学，我就带你去旅行。

”中，是否包含语法点[条件复句：只要……,就………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1650,"请判断：在句子“

只要今天不堵车，我们就能准时到达。

”中，是否包含语法点[条件复句：只要……,就………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1651,"请判断：在句子“

你只要按下按钮，机器就会开始工作。

”中，是否包含语法点[条件复句：只要……,就………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1652,"请判断：在句子“

你只要饿了，就去厨房找点吃的。

”中，是否包含语法点[条件复句：只要……,就………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1653,"请判断：在句子“

只要老板同意，我们就能开始新项目。

”中，是否包含语法点[条件复句：只要……,就………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1654,"请判断：在句子“

只要你打电话，我就马上来接你。

”中，是否包含语法点[条件复句：只要……,就………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1655,"请判断：在句子“

只要天气晴朗，我们就去爬山。

”中，是否包含语法点[条件复句：只要……,就………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1656,"请判断：在句子“

只要你的车况好，我就买下来。

”中，是否包含语法点[条件复句：只要……,就………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1657,"请判断：在句子“

他今天太累了，晚饭都没吃。

”中，是否包含语法点[因果复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1658,"请判断：在句子“

那个孩子发烧了，没去上学。

”中，是否包含语法点[因果复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1659,"请判断：在句子“

我昨晚加班了，现在特别困。

”中，是否包含语法点[因果复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1660,"请判断：在句子“

明天要早起，他打算早点休息。

”中，是否包含语法点[因果复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1661,"请判断：在句子“

今天风太大，我们没去公园。

”中，是否包含语法点[因果复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1662,"请判断：在句子“

他出门了，没收到短信。

”中，是否包含语法点[因果复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1663,"请判断：在句子“

这本书太有趣了，我想再读一遍。

”中，是否包含语法点[因果复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1664,"请判断：在句子“

太晚了，我不想出门了。

”中，是否包含语法点[因果复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1665,"请判断：在句子“

那双鞋太贵了，我没买。

”中，是否包含语法点[因果复句：不用关联词语]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1666,"请判断：在句子“

因为天气太热，所以我决定待在家里。

”中，是否包含语法点[因果复句：用关联词语：因为………,所以………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1667,"请判断：在句子“

因为路上堵车，所以我迟到了。

”中，是否包含语法点[因果复句：用关联词语：因为………,所以………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1668,"请判断：在句子“

因为这部电影太无聊，所以我提前离开了电影院。

”中，是否包含语法点[因果复句：用关联词语：因为………,所以………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1669,"请判断：在句子“

因为我昨晚没睡好，所以今天精神很差。

”中，是否包含语法点[因果复句：用关联词语：因为………,所以………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1670,"请判断：在句子“

因为超市没有新鲜蔬菜，所以我去了农贸市场。

”中，是否包含语法点[因果复句：用关联词语：因为………,所以………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1671,"请判断：在句子“

因为他生病了，所以没来参加聚会。

”中，是否包含语法点[因果复句：用关联词语：因为………,所以………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1672,"请判断：在句子“

因为我们每天都见面，所以他的习惯我都清楚。

”中，是否包含语法点[因果复句：用关联词语：因为………,所以………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1673,"请判断：在句子“

因为工作压力太大，所以他辞职了。

”中，是否包含语法点[因果复句：用关联词语：因为………,所以………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1674,"请判断：在句子“

因为路上积雪太多，所以我们取消了出行计划。

”中，是否包含语法点[因果复句：用关联词语：因为………,所以………]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1675,"请判断：在句子“

我一回家就打开电视。

”中，是否包含语法点[紧缩复句：一……就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1676,"请判断：在句子“

我一出门就下雨了。

”中，是否包含语法点[紧缩复句：一……就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1677,"请判断：在句子“

我一吃辣就流汗。

”中，是否包含语法点[紧缩复句：一……就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1678,"请判断：在句子“

她一说话就笑了。

”中，是否包含语法点[紧缩复句：一……就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1679,"请判断：在句子“

这本书他一读就喜欢上了。

”中，是否包含语法点[紧缩复句：一……就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1680,"请判断：在句子“

这个游戏一玩就上瘾。

”中，是否包含语法点[紧缩复句：一……就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1681,"请判断：在句子“

他一收到消息就回复了。

”中，是否包含语法点[紧缩复句：一……就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1682,"请判断：在句子“

我一到家，爸爸就开始做饭。

”中，是否包含语法点[紧缩复句：一……就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1683,"请判断：在句子“

我一看到她就紧张。

”中，是否包含语法点[紧缩复句：一……就……]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1684,"请判断：在句子“

窗户一直开着。

”中，是否包含语法点[持续态：动词+着：表示状态的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1685,"请判断：在句子“

电视开着。

”中，是否包含语法点[持续态：动词+着：表示状态的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1686,"请判断：在句子“

他坐着。

”中，是否包含语法点[持续态：动词+着：表示状态的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1687,"请判断：在句子“

窗户没开着。

”中，是否包含语法点[持续态：动词+着：表示状态的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1688,"请判断：在句子“

电视没开着。

”中，是否包含语法点[持续态：动词+着：表示状态的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1689,"请判断：在句子“

她一直躺着。

”中，是否包含语法点[持续态：动词+着：表示状态的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1690,"请判断：在句子“

他还渴着呢。

”中，是否包含语法点[持续态：动词+着：表示状态的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1691,"请判断：在句子“

风还刮着吗？

”中，是否包含语法点[持续态：动词+着：表示状态的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1692,"请判断：在句子“

她一直醒着吗？

”中，是否包含语法点[持续态：动词+着：表示状态的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1693,"请判断：在句子“

外边刮着大风呢。

”中，是否包含语法点[持续态：动词+着：表示动作的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1694,"请判断：在句子“

他们聊着、闹着，不一会儿就到了公园。

”中，是否包含语法点[持续态：动词+着：表示动作的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1695,"请判断：在句子“

我正看着电视呢。

”中，是否包含语法点[持续态：动词+着：表示动作的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1696,"请判断：在句子“

我们在河边慢慢地散步着。

”中，是否包含语法点[持续态：动词+着：表示动作的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1697,"请判断：在句子“

他开着车往前驶。

”中，是否包含语法点[持续态：动词+着：表示动作的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1698,"请判断：在句子“

孩子们跳着舞，从舞台上下来了。

”中，是否包含语法点[持续态：动词+着：表示动作的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1699,"请判断：在句子“

他低声念着课文。

”中，是否包含语法点[持续态：动词+着：表示动作的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1700,"请判断：在句子“

他还练着钢琴吗？

”中，是否包含语法点[持续态：动词+着：表示动作的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1701,"请判断：在句子“

她还一直等着消息吗？

”中，是否包含语法点[持续态：动词+着：表示动作的持续]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1702,"请判断：在句子“

她学过法语。

”中，是否包含语法点[经历态：用动态助词“过”表示]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1703,"请判断：在句子“

我吃过火锅。

”中，是否包含语法点[经历态：用动态助词“过”表示]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1704,"请判断：在句子“

我看过那本书。

”中，是否包含语法点[经历态：用动态助词“过”表示]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1705,"请判断：在句子“

他想过换工作的事情。

”中，是否包含语法点[经历态：用动态助词“过”表示]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1706,"请判断：在句子“

她当过学生会主席。

”中，是否包含语法点[经历态：用动态助词“过”表示]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1707,"请判断：在句子“

他没学过法语。

”中，是否包含语法点[经历态：用动态助词“过”表示]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1708,"请判断：在句子“

我没吃过火锅。

”中，是否包含语法点[经历态：用动态助词“过”表示]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1709,"请判断：在句子“

你查过邮件了吗?

”中，是否包含语法点[经历态：用动态助词“过”表示]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1710,"请判断：在句子“

你去过上海没有?

”中，是否包含语法点[经历态：用动态助词“过”表示]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1711,"请判断：在句子“

王芳第三，我第四。

”中，是否包含语法点[序数表示法]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1712,"请判断：在句子“

这是我第三次来上海。

”中，是否包含语法点[序数表示法]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1713,"请判断：在句子“

我住12号楼306房间。

”中，是否包含语法点[序数表示法]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1714,"请判断：在句子“

她考了第三名。

”中，是否包含语法点[序数表示法]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1715,"请判断：在句子“

你是我的第二个中国朋友。

”中，是否包含语法点[序数表示法]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1716,"请判断：在句子“

这是我第四次去故宫。

”中，是否包含语法点[序数表示法]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1717,"请判断：在句子“

她在207办公室。

”中，是否包含语法点[序数表示法]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1718,"请判断：在句子“

你可以坐26路公交车去火车站。

”中，是否包含语法点[序数表示法]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1719,"请判断：在句子“

我的房间在5楼。

”中，是否包含语法点[序数表示法]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1720,"请判断：在句子“

包里有一百多支笔呢。

”中，是否包含语法点[概数表示法1：数词+多+量词;数词+量词+多]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1721,"请判断：在句子“

操场上有两百多个运动员。

”中，是否包含语法点[概数表示法1：数词+多+量词;数词+量词+多]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1722,"请判断：在句子“

这个蛋糕二十多块。

”中，是否包含语法点[概数表示法1：数词+多+量词;数词+量词+多]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1723,"请判断：在句子“

她买了三十多个苹果。

”中，是否包含语法点[概数表示法1：数词+多+量词;数词+量词+多]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1724,"请判断：在句子“

这座桥八百多米长。

”中，是否包含语法点[概数表示法1：数词+多+量词;数词+量词+多]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1725,"请判断：在句子“

那台电脑三千多块钱。

”中，是否包含语法点[概数表示法1：数词+多+量词;数词+量词+多]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1726,"请判断：在句子“

我买了三斤多蔬菜。

”中，是否包含语法点[概数表示法1：数词+多+量词;数词+量词+多]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1727,"请判断：在句子“

这件衣服五十多块钱。

”中，是否包含语法点[概数表示法1：数词+多+量词;数词+量词+多]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1728,"请判断：在句子“

他的小狗两岁多。

”中，是否包含语法点[概数表示法1：数词+多+量词;数词+量词+多]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1729,"请判断：在句子“

图书馆就在右边。

”中，是否包含语法点[用“就”表示强调]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1730,"请判断：在句子“

你看，这就是我常去的咖啡馆。

”中，是否包含语法点[用“就”表示强调]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1731,"请判断：在句子“

这就是我小时候住的地方。

”中，是否包含语法点[用“就”表示强调]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1732,"请判断：在句子“

我就想喝咖啡，别的都不想喝。

”中，是否包含语法点[用“就”表示强调]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1733,"请判断：在句子“

别找了，你要的书就在桌上。

”中，是否包含语法点[用“就”表示强调]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1734,"请判断：在句子“

就这双鞋了，我不想再试了。

”中，是否包含语法点[用“就”表示强调]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1735,"请判断：在句子“

房间里就只有他一个人。

”中，是否包含语法点[用“就”表示强调]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1736,"请判断：在句子“

公交站就在这个路口旁边。

”中，是否包含语法点[用“就”表示强调]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1737,"请判断：在句子“

那就是李医生的诊室。

”中，是否包含语法点[用“就”表示强调]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1738,"请判断：在句子“

我们下午三点见面,好吗?

”中，是否包含语法点[用“好吗、可以吗、行吗、怎么样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1739,"请判断：在句子“

你的电脑借我用一下,行吗?

”中，是否包含语法点[用“好吗、可以吗、行吗、怎么样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1740,"请判断：在句子“

我们今天吃火锅,怎么样?

”中，是否包含语法点[用“好吗、可以吗、行吗、怎么样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1741,"请判断：在句子“

你来主持会议,好吗?

”中，是否包含语法点[用“好吗、可以吗、行吗、怎么样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1742,"请判断：在句子“

你明天晚点儿来,可以吗?

”中，是否包含语法点[用“好吗、可以吗、行吗、怎么样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1743,"请判断：在句子“

你再解释一遍,可以吗?

”中，是否包含语法点[用“好吗、可以吗、行吗、怎么样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1744,"请判断：在句子“

我们去公园散步,行吗?

”中，是否包含语法点[用“好吗、可以吗、行吗、怎么样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1745,"请判断：在句子“

我们在咖啡厅见面,怎么样?

”中，是否包含语法点[用“好吗、可以吗、行吗、怎么样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1746,"请判断：在句子“

我们下周六去爬山,怎么样?

”中，是否包含语法点[用“好吗、可以吗、行吗、怎么样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1747,"请判断：在句子“

你为什么没来参加聚会?

”中，是否包含语法点[用“什么时候、什么样、为什么、怎么样、怎样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1748,"请判断：在句子“

今天下午天气怎么样?

”中，是否包含语法点[用“什么时候、什么样、为什么、怎么样、怎样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1749,"请判断：在句子“

你明天怎样去公司?

”中，是否包含语法点[用“什么时候、什么样、为什么、怎么样、怎样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1750,"请判断：在句子“

你们什么时候出发?

”中，是否包含语法点[用“什么时候、什么样、为什么、怎么样、怎样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1751,"请判断：在句子“

咱们什么时候去看电影?

”中，是否包含语法点[用“什么时候、什么样、为什么、怎么样、怎样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1752,"请判断：在句子“

你喜欢什么样的工作?

”中，是否包含语法点[用“什么时候、什么样、为什么、怎么样、怎样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1753,"请判断：在句子“

他为什么辞职了?

”中，是否包含语法点[用“什么时候、什么样、为什么、怎么样、怎样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1754,"请判断：在句子“

晚上吃火锅怎么样?

”中，是否包含语法点[用“什么时候、什么样、为什么、怎么样、怎样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1755,"请判断：在句子“

她是个什么样的人?

”中，是否包含语法点[用“什么时候、什么样、为什么、怎么样、怎样”提问]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1756,"请判断：在句子“

我去图书馆，你呢？

”中，是否包含语法点[用“呢”构成的省略式疑问句“代词/名词+呢?”]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1757,"请判断：在句子“

苹果在冰箱里，香蕉呢？

”中，是否包含语法点[用“呢”构成的省略式疑问句“代词/名词+呢?”]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1758,"请判断：在句子“

我会做饭，你呢？

”中，是否包含语法点[用“呢”构成的省略式疑问句“代词/名词+呢?”]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1759,"请判断：在句子“

我在学校，你呢？

”中，是否包含语法点[用“呢”构成的省略式疑问句“代词/名词+呢?”]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1760,"请判断：在句子“

这双鞋太小了，那双呢？

”中，是否包含语法点[用“呢”构成的省略式疑问句“代词/名词+呢?”]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1761,"请判断：在句子“

电影票卖完了，演唱会票呢？

”中，是否包含语法点[用“呢”构成的省略式疑问句“代词/名词+呢?”]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1762,"请判断：在句子“

我上周去的，你们呢？

”中，是否包含语法点[用“呢”构成的省略式疑问句“代词/名词+呢?”]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1763,"请判断：在句子“

游泳太累了，跑步呢？

”中，是否包含语法点[用“呢”构成的省略式疑问句“代词/名词+呢?”]?
如果包含，请仅回答T
如果不包含，请仅回答F"
1764,"请判断：在句子“

你今天有会议，明天呢？

”中，是否包含语法点[用“呢”构成的省略式疑问句“代词/名词+呢?”]?
如果包含，请仅回答T
如果不包含，请仅回答F"
